Spółka,Kwartały,Wartość księgowa,Cena/WK,Zysk na akcję,Cena/Zysk,Przychód,Cena/Przychód,Zysk operacyjny,Cena/Zysk operacyjny,Wartość księgowa Grahama,Cena/Wartość księgowa Grahama,Wartość przedsiębiorstwa,Wartość przedsiębiorstwa/Przychody,Wartość przedsiębiorstwa/EBIT,Wartość przedsiębiorstwa/EBITDA,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji,Zadłużenie ogólne,Zadłużenie kapitału własnego,Zadłużenie długoterminowe,Zadłużenie środków trwałych,Pokrycie aktywów trwałych kapitałami stałymi,Trwałość struktury finansowania,Zastosowanie kapitału obcego,Wskaźnik ogólnej sytuacji finansowej,Zadłużenie netto,Zadłużenie netto / EBITDA,Zadłużenie finansowe netto,Zadłużenie finansowe netto / EBITDA,I stopień pokrycia,II stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Płynność podwyższona,Pokrycie zobowiązań należnościami,Udział kapitału pracującego w aktywach,Pokrycie kosztów kapitałem obrotowym,Rotacja należności,Cykl należności,Cykl zobowiązań,Rotacja zapasów,Cykl zapasów,Rotacja majątku obrotowego,Rotacja majątku trwałego,Rotacja majątku ogółem,Cykl operacyjny,Cykl konwersji gotówki
CPS,2016/Q4,17.67,1.39,1.63,15.11,15.21,1.62,2.61,9.42,-19.67,,42.04,2.76,7.38,16.10,9.22%,3.76%,17.16%,10.70%,17.07%,10.62%,,6.02%,36.10%,123.28%,0.59,1.45,1.12,0.26,1.00,0.86,4.34,2.05,14 807 800 000,4.07,11 150 700 000,3.06,0.47,1.00,0.36,0.90,1.02,0.42,0.47,0.00,0.01,6.14,59,139,17.00,21,2.72,0.40,0.35,80,-59
CPS,2017/Q1,18.21,1.33,1.79,13.51,15.25,1.59,2.66,9.08,-18.75,,41.01,2.69,7.14,15.39,9.83%,4.16%,17.47%,11.74%,17.38%,11.58%,,6.18%,35.90%,285.35%,0.58,1.37,0.99,0.28,0.98,0.84,4.07,2.00,14 322 700 000,3.90,10 749 200 000,2.93,0.49,0.98,0.36,0.80,0.90,0.36,0.42,-0.02,-0.07,5.84,62,140,17.70,21,2.72,0.41,0.35,83,-57
CPS,2017/Q2,18.33,1.35,1.87,13.16,15.29,1.61,2.84,8.70,-18.34,,40.79,2.67,7.19,14.39,10.22%,4.39%,18.54%,12.25%,18.41%,12.95%,,6.64%,39.59%,55.32%,0.57,1.33,0.96,0.29,0.98,0.84,4.04,2.02,14 229 800 000,3.92,10 306 700 000,2.84,0.50,0.98,0.31,0.78,0.89,0.31,0.45,-0.02,-0.08,5.53,66,148,16.97,22,2.61,0.41,0.36,88,-60
CPS,2017/Q3,18.62,1.39,1.82,14.27,15.30,1.70,2.79,9.29,-17.60,,42.12,2.75,7.40,15.08,9.77%,4.33%,18.25%,11.89%,18.06%,12.48%,,6.64%,41.09%,104.74%,0.56,1.25,0.92,0.29,0.98,0.85,4.06,2.08,13 844 300 000,3.80,10 340 200 000,2.84,0.51,0.98,0.27,0.78,0.91,0.27,0.49,-0.01,-0.06,5.22,70,153,16.70,22,2.57,0.42,0.36,92,-61
CPS,2017/Q4,18.88,1.32,1.53,16.21,15.37,1.62,2.87,8.67,-18.31,,41.31,2.69,6.87,14.40,8.12%,3.53%,18.66%,9.98%,18.44%,13.58%,,6.61%,33.34%,111.29%,0.56,1.30,0.97,0.27,1.00,0.86,3.98,2.02,14 467 200 000,3.76,10 518 300 000,2.74,0.51,1.00,0.30,0.87,1.00,0.30,0.56,0.00,0.00,4.93,74,155,16.15,23,2.56,0.42,0.36,97,-58
CPS,2018/Q1,20.13,1.24,1.57,15.92,15.30,1.63,2.83,8.80,-16.61,,41.01,2.68,6.81,14.47,7.78%,3.59%,18.52%,10.24%,18.30%,14.28%,,6.50%,36.31%,187.46%,0.54,1.16,0.94,0.26,1.06,0.89,3.43,1.88,14 191 900 000,3.68,10 276 500 000,2.67,0.55,1.06,0.27,1.30,1.49,0.27,0.70,0.05,0.24,4.79,76,142,15.02,24,2.47,0.42,0.36,100,-42
CPS,2018/Q2,20.17,1.15,1.48,15.63,15.51,1.49,2.77,8.36,-17.94,,39.37,2.54,6.45,14.22,7.34%,3.18%,17.85%,9.54%,17.75%,13.50%,,5.95%,35.83%,134.70%,0.55,1.26,0.94,0.37,1.00,0.84,3.38,1.75,15 409 800 000,3.95,10 380 200 000,2.66,0.52,1.00,0.21,0.81,1.14,0.21,0.53,0.02,0.10,4.69,78,139,10.76,34,2.36,0.42,0.35,112,-27
CPS,2018/Q3,20.52,1.08,1.45,15.30,16.05,1.39,2.73,8.15,-17.85,,38.34,2.39,6.64,14.05,7.08%,3.06%,17.01%,9.06%,16.90%,13.18%,,5.74%,32.86%,96.59%,0.55,1.27,0.92,0.39,1.01,0.83,3.15,1.65,15 550 900 000,4.21,10 294 300 000,2.79,0.52,1.01,0.25,0.81,1.15,0.25,0.49,0.02,0.10,4.70,78,140,8.36,44,2.23,0.42,0.35,122,-18
CPS,2018/Q4,20.68,1.09,1.30,17.31,16.71,1.35,2.70,8.35,-17.82,,38.34,2.29,6.63,14.20,6.30%,2.72%,16.16%,7.80%,15.98%,12.22%,26.96%,5.63%,28.60%,99.71%,0.55,1.27,0.89,0.43,0.99,0.82,3.10,1.62,15 642 900 000,4.23,10 091 900 000,2.73,0.52,0.99,0.23,0.76,1.08,0.23,0.48,0.01,0.07,4.78,76,143,6.08,60,2.15,0.43,0.36,136,-7
CPS,2019/Q1,21.14,1.21,1.29,19.91,17.41,1.48,2.79,9.21,-19.29,,43.48,2.50,7.09,15.60,6.10%,2.62%,16.01%,7.41%,15.75%,11.82%,28.50%,5.67%,27.07%,102.12%,0.55,1.28,0.92,0.52,0.98,0.83,3.49,1.78,16 311 600 000,4.16,11 381 200 000,2.90,0.51,0.98,0.15,0.71,1.03,0.20,0.49,0.00,0.02,4.80,76,153,5.22,70,2.17,0.44,0.36,146,-7
CPS,2019/Q2,20.75,1.43,1.33,22.33,17.91,1.66,2.86,10.40,-19.63,,46.99,2.62,7.28,16.42,6.43%,2.72%,15.98%,7.44%,15.65%,11.71%,30.16%,5.83%,26.21%,105.57%,0.56,1.31,0.91,0.53,0.96,0.81,3.57,1.79,16 656 900 000,4.04,11 016 700 000,2.67,0.50,0.96,0.14,0.62,0.90,0.15,0.47,-0.02,-0.09,4.80,76,158,5.13,71,2.23,0.44,0.37,147,-11
CPS,2019/Q3,21.11,1.25,1.34,19.70,18.15,1.46,2.96,8.93,-18.93,,43.78,2.41,6.24,14.80,6.35%,2.74%,16.30%,7.39%,16.01%,11.57%,32.53%,6.05%,25.49%,118.06%,0.55,1.27,0.85,0.56,0.95,0.80,3.42,1.76,16 236 400 000,3.62,11 102 500 000,2.47,0.51,0.95,0.16,0.62,0.89,0.16,0.45,-0.02,-0.12,4.73,77,164,5.05,72,2.29,0.44,0.37,149,-15
CPS,2019/Q4,21.60,1.29,1.72,16.24,18.26,1.53,3.08,9.08,-20.55,,47.03,2.58,6.34,15.29,7.97%,3.38%,16.85%,9.43%,16.45%,12.57%,27.76%,6.04%,31.69%,118.63%,0.56,1.31,0.89,0.54,0.94,0.80,3.64,1.82,17 372 000 000,3.66,12 207 300 000,2.58,0.50,0.94,0.13,0.60,0.85,0.13,0.47,-0.03,-0.16,4.60,79,170,5.55,66,2.35,0.44,0.37,145,-25
CPS,2020/Q1,21.87,1.09,1.55,15.37,18.35,1.30,3.03,7.86,-19.82,,42.58,2.32,5.76,14.05,7.09%,3.03%,16.52%,8.45%,16.22%,11.45%,27.30%,5.93%,27.91%,87.74%,0.55,1.29,0.92,0.52,0.98,0.82,3.37,1.73,16 877 900 000,3.57,11 994 700 000,2.54,0.51,0.98,0.22,0.74,1.04,0.22,0.50,0.01,0.04,4.54,80,171,5.59,65,2.32,0.44,0.37,145,-26
CPS,2020/Q2,22.34,1.18,1.59,16.56,18.25,1.44,2.83,9.29,-19.03,,44.69,2.45,6.22,15.79,7.11%,3.11%,15.50%,8.70%,15.37%,11.57%,26.43%,5.55%,31.08%,82.60%,0.54,1.24,0.97,0.49,1.04,0.86,3.21,1.69,16 364 300 000,3.56,11 759 100 000,2.56,0.53,1.04,0.34,1.00,1.42,0.34,0.65,0.05,0.28,4.51,81,160,5.56,66,2.24,0.43,0.36,147,-13
CPS,2020/Q3,21.89,1.23,1.77,15.29,18.43,1.47,2.90,9.31,-20.15,,45.65,2.48,6.30,15.73,8.08%,3.45%,15.75%,9.59%,15.68%,12.49%,26.55%,5.66%,34.56%,91.26%,0.55,1.30,0.97,0.50,1.00,0.84,3.44,1.75,17 006 600 000,3.67,11 914 400 000,2.57,0.51,1.00,0.25,0.81,1.13,0.25,0.55,0.02,0.11,4.53,81,151,5.64,65,2.23,0.43,0.36,146,-5
CPS,2020/Q4,22.55,1.34,1.79,16.96,18.71,1.62,2.95,10.27,-20.97,,48.82,2.61,6.63,16.55,7.92%,3.45%,15.77%,9.54%,15.79%,12.05%,,5.70%,35.11%,74.56%,0.56,1.30,0.93,0.54,1.00,0.84,3.54,1.83,17 323 000 000,3.68,11 856 300 000,2.52,0.52,1.00,0.26,0.76,1.00,0.26,0.50,0.00,0.00,4.65,78,144,6.80,54,2.23,0.44,0.36,132,-12
CPS,2021/Q1,23.01,1.28,2.11,14.02,18.92,1.56,3.10,9.52,-13.92,,47.13,2.49,7.08,15.18,9.16%,4.09%,16.41%,11.15%,16.44%,13.97%,14.58%,6.02%,40.12%,93.38%,0.53,1.20,0.84,0.32,1.11,0.82,2.02,1.23,16 371 700 000,3.84,11 236 200 000,2.64,0.61,1.11,0.22,1.40,1.64,0.23,0.45,0.10,0.42,4.79,76,144,7.33,50,1.95,0.45,0.37,126,-18
CPS,2021/Q2,22.63,1.32,2.50,11.97,19.39,1.54,3.56,8.42,-13.44,,49.43,2.55,7.92,13.89,11.05%,4.86%,18.35%,12.90%,18.34%,15.99%,14.66%,6.91%,45.48%,127.47%,0.55,1.24,0.84,0.34,1.13,0.81,1.92,1.18,17 291 400 000,4.33,12 464 100 000,3.12,0.61,1.13,0.11,1.36,1.60,0.11,0.42,0.11,0.39,4.94,74,155,7.80,47,1.73,0.48,0.38,121,-34
CPS,2021/Q3,27.38,1.30,6.87,5.18,19.43,1.83,9.23,3.86,-10.05,,43.65,2.25,3.88,4.73,25.11%,12.22%,47.48%,35.38%,17.71%,45.38%,12.05%,16.41%,126.64%,,0.51,1.05,0.67,0.36,1.22,0.81,1.53,1.12,10 990 900 000,1.53,5 158 700 000,0.72,0.73,1.22,1.10,1.49,1.77,1.10,0.36,0.15,0.54,5.03,73,171,7.54,48,1.41,0.50,0.37,121,-50
DNP,2014/Q4,4.18,,0.67,,21.50,,1.08,,-5.29,,,,,,16.13%,5.67%,5.02%,3.14%,5.12%,3.76%,22.01%,9.07%,35.09%,96.47%,0.65,1.85,0.70,2.77,0.75,0.60,3.18,1.40,733 154 000,4.96,380 410 000,2.58,0.44,0.75,0.05,0.12,0.51,0.05,0.04,-0.20,-0.14,111.87,3,81,9.02,40,8.84,2.27,1.81,43,-38
DNP,2015/Q4,5.43,,1.25,,26.41,,1.63,,-6.31,,,,,,22.95%,8.49%,6.18%,4.72%,6.10%,5.22%,22.59%,11.12%,49.79%,95.97%,0.63,1.70,0.68,2.82,0.78,0.62,3.14,1.45,873 208 000,4.15,429 358 000,2.04,0.46,0.78,0.06,0.14,0.53,0.06,0.04,-0.18,-0.13,118.83,3,77,9.45,39,8.97,2.25,1.80,42,-35
DNP,2016/Q4,6.97,,1.54,,34.37,,2.20,,-7.89,,,,,,22.12%,8.14%,6.40%,4.49%,6.39%,5.53%,22.87%,11.61%,46.62%,90.51%,0.63,1.72,0.67,2.91,0.78,0.62,2.94,1.38,1 106 936 000,3.94,496 124 000,1.77,0.47,0.78,0.09,0.17,0.56,0.09,0.05,-0.17,-0.12,164.62,2,68,10.64,34,10.16,2.49,2.00,36,-32
DNP,2017/Q1,7.28,,1.61,,36.44,,2.28,,-8.03,,,,,,22.17%,8.42%,6.25%,4.43%,6.25%,5.42%,22.94%,11.88%,43.86%,93.18%,0.62,1.63,0.69,2.80,0.81,0.64,3.07,1.46,1 129 716 000,3.85,563 273 000,1.92,0.48,0.81,0.05,0.13,0.57,0.05,0.03,-0.16,-0.11,149.54,2,68,10.30,35,9.74,2.47,1.97,37,-31
DNP,2017/Q2,7.83,5.98,1.70,27.52,39.32,1.19,2.44,19.20,-8.61,,52.91,1.35,16.48,21.67,21.75%,8.24%,6.21%,4.33%,6.21%,5.39%,22.91%,11.80%,41.67%,94.55%,0.62,1.64,0.67,2.90,0.80,0.63,3.03,1.44,1 217 247 000,3.87,590 370 000,1.88,0.48,0.80,0.06,0.15,0.56,0.06,0.04,-0.16,-0.11,152.73,2,65,10.72,34,10.16,2.59,2.06,36,-29
DNP,2017/Q3,8.48,7.82,1.82,36.41,42.41,1.56,2.72,24.41,-8.93,,72.24,1.70,20.41,26.58,21.48%,8.48%,6.41%,4.30%,6.39%,5.61%,22.96%,12.64%,38.18%,94.95%,0.61,1.53,0.60,3.22,0.78,0.63,3.19,1.55,1 215 989 000,3.50,577 777 000,1.66,0.49,0.78,0.08,0.14,0.51,0.08,0.02,-0.18,-0.12,164.17,2,64,10.96,33,10.42,2.65,2.11,35,-29
DNP,2017/Q4,9.23,8.54,2.18,36.17,46.06,1.71,3.09,25.48,-9.22,,83.75,1.82,21.10,27.08,23.62%,8.71%,6.71%,4.73%,6.69%,5.89%,23.04%,12.37%,42.96%,74.70%,0.63,1.71,0.64,2.95,0.82,0.60,2.40,1.20,1 344 210 000,3.45,485 441 000,1.25,0.50,0.82,0.21,0.28,0.66,0.21,0.04,-0.13,-0.10,171.88,2,64,11.03,33,9.82,2.73,2.13,35,-29
DNP,2018/Q1,9.80,8.87,2.44,35.61,49.89,1.74,3.43,25.33,-9.53,,92.67,1.86,21.23,27.02,24.89%,9.60%,6.87%,4.89%,6.83%,6.08%,23.09%,13.50%,46.91%,75.55%,0.61,1.59,0.64,2.92,0.83,0.63,2.57,1.30,1 351 312 000,3.16,570 404 000,1.33,0.51,0.83,0.19,0.27,0.65,0.19,0.02,-0.13,-0.09,184.38,2,64,11.39,32,9.52,2.79,2.16,34,-30
DNP,2018/Q2,10.52,9.89,2.68,38.78,53.11,1.96,3.73,27.87,-10.26,,109.94,2.07,23.22,29.46,25.50%,9.85%,7.03%,5.05%,6.97%,6.26%,23.30%,13.70%,45.62%,77.61%,0.61,1.59,0.63,2.98,0.82,0.63,2.59,1.31,1 448 280 000,3.12,582 517 000,1.26,0.51,0.82,0.19,0.26,0.64,0.19,0.02,-0.13,-0.09,215.79,2,64,11.49,32,9.17,2.80,2.14,34,-30
DNP,2018/Q3,11.35,8.77,2.87,34.67,56.56,1.76,4.00,24.88,-11.07,,106.15,1.88,20.95,26.52,25.30%,10.14%,7.08%,5.08%,7.05%,6.32%,23.57%,14.13%,47.70%,91.70%,0.60,1.49,0.57,3.29,0.80,0.63,2.88,1.46,1 548 902 000,3.12,642 533 000,1.29,0.51,0.80,0.11,0.20,0.56,0.11,0.03,-0.16,-0.11,204.81,2,64,11.51,32,9.06,2.79,2.14,34,-30
DNP,2018/Q4,12.36,7.75,3.14,30.55,59.55,1.61,4.38,21.90,-12.71,,101.45,1.70,18.38,23.18,25.38%,9.35%,7.35%,5.27%,7.30%,6.58%,24.19%,13.05%,48.48%,88.46%,0.63,1.71,0.57,3.39,0.77,0.58,2.50,1.23,1 790 456 000,3.31,549 126 000,1.01,0.49,0.77,0.21,0.28,0.60,0.21,0.02,-0.17,-0.13,252.91,1,68,11.42,32,8.87,2.72,2.08,33,-35
DNP,2019/Q1,13.04,9.28,3.25,37.24,62.36,1.94,4.53,26.70,-14.35,,129.63,2.08,22.35,28.60,24.91%,9.24%,7.27%,5.21%,7.25%,6.49%,24.51%,12.89%,51.41%,98.05%,0.63,1.70,0.68,2.96,0.80,0.62,2.85,1.36,1 975 676 000,3.47,845 805 000,1.49,0.48,0.80,0.15,0.24,0.59,0.15,0.01,-0.16,-0.12,270.29,1,70,11.19,33,8.73,2.61,2.01,34,-36
DNP,2019/Q2,14.12,9.27,3.61,36.30,67.62,1.94,4.99,26.25,-15.00,,139.66,2.07,21.90,28.01,25.54%,9.33%,7.37%,5.33%,7.39%,6.59%,24.63%,12.90%,51.42%,81.90%,0.63,1.74,0.74,2.67,0.84,0.64,2.57,1.25,2 058 764 000,3.29,858 384 000,1.37,0.48,0.84,0.25,0.32,0.68,0.25,0.04,-0.12,-0.09,204.84,2,70,11.34,32,8.54,2.60,1.99,34,-36
DNP,2019/Q3,15.24,10.30,3.88,40.43,72.36,2.17,5.37,29.25,-15.46,,167.24,2.31,24.24,31.16,25.49%,10.10%,7.42%,5.37%,7.41%,6.64%,24.62%,13.97%,63.59%,92.52%,0.60,1.52,0.67,2.90,0.83,0.66,3.00,1.49,2 112 388 000,3.12,1 004 104 000,1.48,0.50,0.83,0.13,0.18,0.59,0.13,0.02,-0.14,-0.10,226.12,2,69,11.20,33,8.64,2.58,1.99,35,-34
DNP,2019/Q4,16.55,8.70,4.19,34.36,77.99,1.85,5.73,25.12,-16.25,,151.64,1.94,20.49,26.46,25.33%,9.44%,7.35%,5.37%,7.31%,6.57%,24.34%,12.92%,51.42%,86.81%,0.63,1.68,0.53,3.60,0.77,0.57,2.40,1.21,2 333 380 000,3.22,748 628 000,1.03,0.50,0.77,0.21,0.27,0.61,0.21,0.04,-0.17,-0.13,168.39,2,69,11.08,33,8.52,2.60,1.99,35,-34
DNP,2020/Q1,17.61,9.21,4.57,35.49,84.73,1.91,6.23,26.01,-16.17,,172.08,2.03,21.53,27.61,25.94%,9.96%,7.35%,5.39%,7.33%,6.60%,24.35%,13.58%,56.68%,81.99%,0.62,1.61,0.60,3.09,0.83,0.61,2.34,1.22,2 416 138 000,3.08,978 391 000,1.25,0.52,0.83,0.20,0.26,0.68,0.20,0.02,-0.12,-0.09,163.64,2,69,10.62,34,8.27,2.68,2.02,36,-33
DNP,2020/Q2,19.12,10.49,5.00,40.11,90.09,2.23,6.73,29.80,-16.82,,211.65,2.35,24.67,31.44,26.16%,10.58%,7.47%,5.55%,7.41%,6.82%,24.60%,14.23%,72.21%,105.95%,0.60,1.47,0.57,3.17,0.84,0.64,2.48,1.32,2 460 412 000,2.93,1 083 675 000,1.29,0.53,0.84,0.18,0.24,0.66,0.18,0.03,-0.12,-0.09,186.99,2,68,10.28,36,8.43,2.70,2.05,38,-30
DNP,2020/Q3,21.04,10.83,5.81,39.22,96.75,2.35,7.68,29.66,-16.70,,238.31,2.46,24.79,31.03,27.60%,11.72%,7.94%,6.00%,7.88%,7.36%,25.10%,15.49%,61.35%,83.73%,0.58,1.36,0.51,3.42,0.84,0.64,2.41,1.34,2 463 746 000,2.61,1 030 879 000,1.09,0.56,0.84,0.19,0.25,0.66,0.19,0.03,-0.12,-0.09,177.58,2,68,10.17,36,8.26,2.76,2.07,38,-30
DNP,2020/Q4,23.12,12.52,6.57,44.06,103.28,2.80,8.55,33.86,-18.23,,299.53,2.90,28.35,35.05,28.41%,11.56%,8.27%,6.36%,8.26%,7.79%,25.71%,15.04%,78.53%,92.11%,0.59,1.46,0.54,3.22,0.86,0.63,2.18,1.22,2 822 587 000,2.72,993 292 000,0.96,0.56,0.86,0.23,0.31,0.73,0.23,0.04,-0.10,-0.08,182.25,2,65,9.88,37,8.14,2.78,2.07,39,-26
DNP,2021/Q1,24.60,10.60,6.99,37.31,108.79,2.40,9.00,28.97,-19.28,,272.62,2.51,24.55,30.30,28.40%,12.14%,8.27%,6.42%,8.25%,7.86%,25.91%,15.64%,68.95%,106.81%,0.57,1.34,0.51,3.34,0.85,0.65,2.41,1.35,2 945 559 000,2.71,1 178 249 000,1.08,0.56,0.85,0.14,0.21,0.67,0.14,0.03,-0.12,-0.09,175.84,2,64,9.77,37,8.32,2.74,2.06,39,-25
DNP,2021/Q2,26.60,10.52,7.48,37.44,116.80,2.40,9.60,29.15,-20.62,,292.09,2.50,24.69,30.42,28.11%,12.57%,8.22%,6.40%,8.22%,7.84%,25.81%,16.14%,60.53%,108.32%,0.55,1.24,0.39,4.45,0.78,0.62,2.68,1.51,3 020 027 000,2.60,1 195 275 000,1.03,0.56,0.78,0.09,0.14,0.54,0.09,0.02,-0.17,-0.12,181.46,2,64,9.96,37,8.78,2.75,2.09,39,-25
DNP,2021/Q3,28.93,11.48,7.89,42.12,125.07,2.66,10.11,32.87,-20.67,,345.58,2.76,27.68,34.19,27.26%,12.78%,8.08%,6.31%,8.10%,7.73%,25.50%,16.38%,68.56%,121.90%,0.53,1.13,0.34,4.88,0.78,0.63,2.71,1.58,3 124 264 000,2.55,1 311 648 000,1.07,0.58,0.78,0.04,0.10,0.53,0.04,0.03,-0.17,-0.12,185.17,2,64,9.99,37,9.35,2.75,2.12,39,-25
JSW,2008/Q4,48.24,,7.31,,70.24,,10.50,,-19.50,,,,,,15.15%,8.13%,14.94%,10.41%,17.48%,13.25%,26.91%,11.67%,44.75%,123.10%,0.44,0.82,0.41,0.02,0.97,0.76,1.97,1.36,3 433 000 000,1.82,-279 300 000,-0.15,0.69,0.97,0.20,0.77,1.01,0.40,0.37,0.00,0.00,9.64,38,103,10.81,34,3.51,1.01,0.78,72,-31
JSW,2009/Q4,42.15,,-5.94,,41.07,,-6.58,,-21.71,,,,,,-14.09%,-7.08%,-16.03%,-14.46%,-16.23%,-17.94%,-3.41%,-7.84%,1 054.32%,,0.47,0.94,0.48,3.02,0.95,0.74,2.20,1.41,3 546 300 000,105.23,-449 000 000,-13.32,0.64,0.95,0.37,0.77,0.92,0.37,0.40,-0.02,-0.04,5.23,70,175,14.09,26,2.27,0.62,0.49,96,-79
JSW,2010/Q4,53.74,,13.36,,66.96,,17.89,,-10.18,,,,,,24.86%,13.70%,26.71%,19.95%,26.69%,25.61%,35.15%,18.35%,65.04%,42.79%,0.42,0.77,0.39,2.94,1.13,0.77,1.33,1.08,2 639 200 000,0.95,-1 745 300 000,-0.63,0.81,1.13,0.84,1.30,1.53,0.84,0.46,0.11,0.30,7.18,51,111,9.15,40,2.14,1.01,0.69,91,-20
JSW,2011/Q4,69.09,1.22,17.66,4.76,78.66,1.07,22.36,3.76,-3.61,,65.98,0.84,2.24,2.95,25.56%,15.46%,28.43%,22.45%,28.29%,28.78%,36.42%,19.58%,74.26%,69.51%,0.38,0.63,0.32,3.18,1.23,0.80,1.09,1.01,2 556 000 000,0.73,-2 160 200 000,-0.62,0.93,1.23,1.03,1.59,1.89,1.04,0.55,0.16,0.44,7.03,52,98,11.11,33,2.09,1.17,0.75,85,-13
JSW,2012/Q1,73.24,1.29,16.71,5.65,79.41,1.19,21.04,4.49,-0.98,,75.03,0.94,2.62,3.57,22.82%,14.18%,26.49%,21.05%,26.27%,26.91%,34.29%,17.84%,73.60%,44.83%,0.36,0.59,0.30,3.23,1.26,0.81,1.02,0.99,2 324 600 000,0.68,-2 315 600 000,-0.68,0.96,1.26,1.13,1.70,2.04,1.14,0.56,0.18,0.48,6.86,53,100,9.91,37,1.99,1.12,0.72,90,-10
JSW,2012/Q2,71.40,1.40,20.33,4.92,79.65,1.26,19.72,5.07,-5.03,,78.49,0.99,2.80,3.98,28.47%,16.70%,24.76%,25.52%,24.48%,30.96%,34.21%,16.20%,95.35%,84.01%,0.40,0.68,0.32,3.24,1.21,0.78,1.12,1.02,2 814 300 000,0.85,-2 525 500 000,-0.77,0.91,1.21,0.96,1.39,1.70,0.96,0.43,0.15,0.41,6.98,52,102,8.15,45,1.92,1.06,0.68,97,-5
JSW,2012/Q3,73.50,1.24,17.42,5.24,77.81,1.17,16.09,5.68,-4.99,,74.40,0.96,2.99,4.62,23.70%,14.62%,20.68%,22.38%,20.92%,27.05%,31.41%,13.51%,76.83%,-177.22%,0.37,0.60,0.31,3.35,1.20,0.81,1.13,1.03,2 608 800 000,0.89,-1 990 200 000,-0.68,0.92,1.20,0.92,1.51,1.84,1.02,0.48,0.15,0.40,6.95,53,104,7.55,48,1.88,1.00,0.65,101,-3
JSW,2012/Q4,71.56,1.29,8.39,11.01,75.13,1.23,11.14,8.29,-10.37,,81.97,1.09,4.05,7.36,11.72%,7.00%,14.83%,11.17%,15.99%,14.48%,27.61%,9.30%,41.75%,171.29%,0.39,0.65,0.36,3.04,1.17,0.81,1.28,1.10,3 049 700 000,1.28,-1 225 100 000,-0.52,0.86,1.17,0.61,1.41,1.74,0.99,0.42,0.13,0.34,7.21,51,108,7.54,48,1.86,0.94,0.63,99,-9
JSW,2013/Q1,72.77,1.28,5.38,17.35,73.62,1.27,7.45,12.54,-10.34,,83.73,1.14,5.00,11.24,7.40%,4.46%,10.12%,7.31%,11.29%,9.70%,24.65%,6.18%,29.07%,205.00%,0.38,0.64,0.36,3.09,1.17,0.82,1.29,1.11,2 997 000 000,1.52,-1 134 900 000,-0.58,0.86,1.17,0.58,1.50,1.76,1.02,0.48,0.13,0.34,7.41,49,109,8.15,45,1.90,0.90,0.61,94,-15
JSW,2013/Q2,70.47,0.91,3.14,20.42,70.67,0.91,4.60,13.95,-13.61,,54.21,0.77,3.81,11.80,4.46%,2.62%,6.50%,4.44%,7.69%,5.76%,20.07%,3.83%,17.88%,250.22%,0.40,0.68,0.37,3.10,1.13,0.80,1.39,1.15,3 215 100 000,1.92,-1 165 000 000,-0.70,0.82,1.13,0.54,1.34,1.57,0.94,0.40,0.10,0.27,7.50,49,109,9.38,39,1.94,0.85,0.59,88,-21
JSW,2013/Q3,69.66,1.05,0.27,273.03,65.51,1.12,1.16,63.24,-15.31,,65.27,1.00,6.33,56.35,0.39%,0.23%,1.77%,0.41%,2.70%,0.68%,15.63%,1.00%,1.96%,194.94%,0.39,0.64,0.37,3.13,1.11,0.82,1.52,1.22,3 281 200 000,2.71,-936 400 000,-0.77,0.81,1.11,0.52,1.32,1.57,0.90,0.42,0.09,0.23,7.41,49,115,10.13,36,1.92,0.77,0.55,85,-30
JSW,2013/Q4,69.71,0.76,0.66,80.70,65.00,0.82,1.72,30.90,-16.59,,38.05,0.59,3.57,22.12,0.94%,0.56%,2.65%,1.01%,2.04%,1.44%,15.10%,1.46%,4.74%,59.59%,0.40,0.67,0.37,3.22,1.09,0.81,1.55,1.23,3 459 500 000,2.76,-1 771 100 000,-1.42,0.79,1.09,0.82,1.21,1.43,0.82,0.39,0.08,0.20,7.45,49,116,11.28,32,1.99,0.76,0.55,81,-35
JSW,2014/Q1,69.01,0.66,-1.32,,60.61,0.76,-0.73,,-18.34,,34.91,0.58,4.19,-47.93,-1.91%,-1.14%,-1.20%,-2.17%,-1.92%,-2.67%,11.13%,-0.63%,-12.72%,83.24%,0.39,0.65,0.37,3.27,1.07,0.82,1.69,1.32,3 698 200 000,3.78,-1 281 500 000,-1.31,0.78,1.07,0.68,1.11,1.37,0.69,0.42,0.06,0.16,7.29,50,122,11.25,32,2.01,0.70,0.52,82,-40
JSW,2014/Q2,66.86,0.70,-3.69,,56.63,0.83,-3.74,,-22.05,,41.43,0.73,8.03,-11.07,-5.51%,-3.24%,-6.61%,-6.51%,-8.63%,-8.05%,4.72%,-3.30%,-55.37%,214.07%,0.40,0.68,0.38,3.31,1.02,0.81,1.94,1.44,4 414 400 000,7.29,-653 600 000,-1.08,0.74,1.02,0.38,0.96,1.18,0.39,0.57,0.03,0.08,6.34,58,128,11.69,31,2.06,0.64,0.49,89,-39
